arm_key,arm_label,natural_pr_auc_mean,natural_roc_auc_mean,natural_bin_pr_auc_mean,matched_pr_auc_mean,matched_roc_auc_mean,matched_bin_pr_auc_mean,delta_natural_pr_vs_round8_anchor,delta_matched_pr_vs_round8_anchor,delta_matched_bin_pr_vs_round8_anchor,delta_natural_pr_vs_round6_anchor,delta_matched_pr_vs_round6_anchor,delta_matched_bin_pr_vs_round6_anchor
round8_anchor,Round 8 anchor (rebuilt),0.3956506319664292,0.7326494056342615,0.39617734340554417,0.6120844625023667,0.6470321361058601,0.619825604912124,0.0,0.0,0.0,-0.018138328441363538,-0.0376990174765498,-0.04429435652724545
tail64_strided_final,Round 8 tail64 strided final,0.4064054451838044,0.7438658198990392,0.419914877515422,0.6175067167926026,0.6596093257718967,0.6420182546855121,0.010754813217375203,0.005422254290235906,0.022192649773388085,-0.007383515223988335,-0.032276763186313895,-0.022101706753857364
anchor_plus_tail64_lowrank256,Round 8 anchor + tail64 low-rank 256,0.4057004206642049,0.7442175541442761,0.4096707682239548,0.6252527378653665,0.6652047889098929,0.6306619809058996,0.01004978869777573,0.013168275362999804,0.010836375993775627,-0.008088539743587808,-0.024530742113549997,-0.03345798053346982
