arm_key,arm_label,selection_rule,natural_pr_auc_mean,natural_roc_auc_mean,natural_bin_pr_auc_mean,matched_pr_auc_mean,matched_roc_auc_mean,matched_bin_pr_auc_mean,delta_natural_pr_vs_round6_anchor,delta_matched_pr_vs_round6_anchor,delta_matched_bin_pr_vs_round6_anchor
round6_anchor,Round 6 anchor (val PR),"max(val_pr_auc), tie_break=max(val_macro_f1)",0.4137889604077927,0.7407262660804429,0.41483897756975896,0.6497834799789165,0.6836042848141147,0.6641199614393695,0.0,0.0,0.0
round6_anchor_reselected_bin,Round 6 anchor reselected by val bin PR,"max(val_bin_pr_auc), tie_break=max(val_pr_auc)",0.3939789971256285,0.7378928513271455,0.39647571729585057,0.6253726563067094,0.6673724007561437,0.6373618980028701,-0.019809963282164222,-0.02441082367220715,-0.026758063436499335
bce_largebatch_anchor,Round 7 BCE large-batch (val PR),"max(val_pr_auc), tie_break=max(val_bin_pr_auc)",0.4141273174580787,0.7426608044292461,0.4159788415841639,0.6380850743762331,0.6719596723377442,0.6495803535278649,0.0003383570502859534,-0.011698405602683426,-0.014539607911504548
bce_largebatch_anchor_reselected_bin,Round 7 BCE large-batch (val PR) reselected by val bin PR,"max(val_bin_pr_auc), tie_break=max(val_pr_auc)",0.3961825858710406,0.7331574662107149,0.3914609552541361,0.606757541265116,0.6413106490233145,0.6104630084385353,-0.017606374536752123,-0.04302593871380045,-0.05365695300083417
group_bce_anchor,Round 7 equal-bin BCE (val PR),"max(val_pr_auc), tie_break=max(val_bin_pr_auc)",0.40247025559338884,0.7425370460836996,0.3850824787236,0.6189084326177108,0.6639697542533081,0.6145894989482693,-0.01131870481440389,-0.03087504736120572,-0.04953046249110016
group_bce_anchor_reselected_bin,Round 7 equal-bin BCE (val PR) reselected by val bin PR,"max(val_bin_pr_auc), tie_break=max(val_pr_auc)",0.39747386490226305,0.735124572545188,0.4012811865358112,0.6058857739647844,0.6412350346565847,0.6115267344478078,-0.016315095505529675,-0.04389770601413212,-0.05259322699156166
group_bce_rank_anchor,Round 7 equal-bin BCE + rank (val PR),"max(val_pr_auc), tie_break=max(val_bin_pr_auc)",0.40562005397538087,0.7448233186777399,0.39599147125884354,0.6270181550094425,0.6715563957151859,0.624178074308093,-0.00816890643241186,-0.022765324969474032,-0.03994188713127644
group_bce_rank_anchor_reselected_bin,Round 7 equal-bin BCE + rank (val PR) reselected by val bin PR,"max(val_bin_pr_auc), tie_break=max(val_pr_auc)",0.4022560140338347,0.7422309070184009,0.389616421442245,0.6143852653913146,0.6585003150598614,0.610197805261969,-0.01153294637395802,-0.03539821458760195,-0.05392215617740048
