file,dataset,model_id,prompt_format_resolved,lm_style,temperature,top_p,top_k,num_generations,max_tokens,max_model_len,num_samples,num_generated,num_graded,num_correct,num_wrong,num_looped,num_max_length_hits,num_looped_and_max_length_hit,success_fraction,loop_fraction,max_length_hit_fraction,avg_generation_length,avg_loop_generation_length,loop_max_length_hit_fraction,max_length_hit_loop_fraction,lcb_native_pass_at_1,lcb_native_pass_at_10,timestamp
aime.json,data/aime_2024_2025.jsonl,Qwen/Qwen3-1.7B-Base,raw,,0.2,0.95,-1,10,81920,32768,50,500,500,23,477,114,116,111,0.046,0.228,0.232,8452.63,32233.508771929824,0.9736842105263158,0.9568965517241379,,,2026-04-06T10:27:07.537943+00:00
gpqa.json,data/gpqa_diamond.csv,Qwen/Qwen3-1.7B-Base,raw,,0.2,0.95,-1,10,81920,32768,50,500,500,41,459,190,190,190,0.082,0.38,0.38,12498.818,32515.405263157896,1.0,1.0,,,2026-04-06T11:48:42.058178+00:00
livecodebench.json,livecodebench_release_v6,Qwen/Qwen3-1.7B-Base,raw,GenericBase,0.2,0.95,-1,10,81920,32768,50,500,500,102,398,232,234,232,0.204,0.464,0.468,14858.836,31631.78448275862,1.0,0.9914529914529915,0.204,0.34,2026-04-06T12:02:04.725613+00:00
math500.json,HuggingFaceH4/MATH-500,Qwen/Qwen3-1.7B-Base,raw,,0.2,0.95,-1,10,81920,32768,50,500,500,243,257,19,22,19,0.486,0.038,0.044,1893.592,32671.63157894737,1.0,0.8636363636363636,,,2026-04-06T07:52:08.969139+00:00
mmlu_pro.json,TIGER-Lab/MMLU-Pro,Qwen/Qwen3-1.7B-Base,raw,,0.2,0.95,-1,10,81920,32768,50,500,500,55,445,157,157,157,0.11,0.314,0.314,10268.472,32543.40127388535,1.0,1.0,,,2026-04-06T11:15:36.329511+00:00
